100000 200000
4192 4184 818395217
38430 38435 646509896
90623 90627 979463909
65676 65677 10845034
70748 70749 504400211
94096 94094 509627388
47676 47669 874766135
74893 74894 521468173
98506 98508 316871616
43473 43469 847233176
69663 69672 711280364
760 761 495263280
62803 62804 625215130
95771 95778 205650712
85721 85722 162100769
72437 72441 183525355
20791 20792 100704813
22695 22691 831996510
66032 66033 24862607
90134 90135 177938543
93116 93117 752847357
13323 13324 608417442
30652 30653 222935419
28441 28434 777212656
19388 19379 321558812
67714 67715 31975756
60347 60348 480015082
96387 96388 817446016
28542 28543 198285197
81500 81495 908839500
48431 48432 945203249
38562 38568 328480646
6270 6271 623621549
54992 54993 679659725
16099 16100 635110341
53267 53268 994805072
49070 49071 813523343
51864 51865 490007611
4545 4548 752071359
14752 14760 605085200
51856 51858 858992174
45530 45520 713799812
90573 90580 347782063
86927 86928 319154172
1573 1574 869338541
81751 81759 975191033
67613 67607 556282192
89848 89856 557047444
49225 49226 91677016
3373 3372 33141394
44207 44202 821629950
48831 48832 839959400
22300 22302 183123346
71783 71786 653851008
70524 70533 896106517
21635 21636 643550790
32889 32890 911761957
31520 31517 536064612
66242 66243 621776341
2064 2065 565031114
75695 75704 380497843
38859 38858 592264134
62680 62681 967676413
78423 78424 532074767
14410 14420 591777956
71009 71010 800194512
98589 98591 955953698
60459 60450 368955397
67529 67530 791432682
18001 18002 888091605
35078 35076 588309223
48471 48477 825224424
55645 55646 671785425
27123 27124 281310786
1400 1402 752018248
40607 40616 922604214
95745 95746 556785793
83953 83943 534663912
87175 87167 953048579
79007 79008 834386896
33946 33951 984591309
29255 29257 384892434
25383 25382 555535819
9516 9517 621762204
47574 47566 407749652
61457 61453 264514036
47191 47192 882625817
95290 95298 523347746
3159 3160 508719068
88855 88856 502104411
34286 34287 707080668
40226 40227 421159351
39167 39162 544664499
98449 98450 628430279
50683 50687 140223794
31180 31170 589849049
94854 94856 15406752
81565 81566 478527120
35972 35981 495390047
22683 22684 378760177
32255 32256 288002435
81381 81382 63284009
33406 33404 921285780
82782 82783 558266224
31383 31384 455910128
44243 44237 948023631
87863 87854 263095330
34458 34455 94258877
26383 26384 296992409
66176 66173 809440
48142 48143 985286867
97230 97231 332918576
81868 81861 343739563
71554 71555 553559475
29227 29228 154985516
74578 74579 907092521
1316 1317 153979788
25493 25487 629493327
95955 95948 418176204
60809 60810 920526990
71449 71457 779993591
64351 64349 99797487
30815 30816 574987753
71700 71701 943299510
75685 75681 440734875
67277 67267 643020916
86310 86315 91256839
81983 81979 828055362
33902 33903 958165212
7541 7542 157559768
96843 96851 518217901
35726 35734 64118258
74417 74419 1230438
95916 95926 830810802
1984 1985 436103674
10012 10013 514419580
72551 72552 456592627
35028 35029 332761487
12239 12237 653503631
84503 84493 630298562
76661 76662 415898903
42740 42736 239642454
63690 63692 475528971
52245 52246 465687680
84029 84036 213317794
68631 68635 348843848
90702 90703 252067588
36078 36069 345395268
6756 6757 62541504
42836 42833 698326559
24976 24977 742228327
74141 74142 906178658
3625 3626 315467829
26100 26108 458452311
85740 85730 968522785
78977 78987 169880272
32943 32948 224776305
23921 23922 725750403
19009 19010 407321280
21523 21524 892826804
75646 75647 98181776
52761 52762 35997868
4127 4128 911562624
99567 99559 216667155
99893 99894 965416865
8838 8839 567026953
70933 70932 610348604
36565 36566 680981122
23339 23340 970981604
41781 41782 335254211
97250 97251 375434681
77089 77090 745022770
12122 12130 567321684
64286 64295 47977603
57103 57097 735831703
25497 25491 859812564
74105 74115 364387469
88278 88279 164420610
5020 5025 954741006
85459 85460 66926826
90854 90855 980212
65929 65930 750761452
5992 5998 10604274
82529 82536 776018726
39158 39151 604436010
73935 73928 208097287
46809 46810 550476358
225 235 567404749
56999 57000 30975221
72750 72741 685526815
86441 86451 745629111
51437 51438 290285338
78772 78767 105326373
69089 69090 377738679
34822 34831 423807969
82191 82192 772507160
61014 61012 215996724
21252 21248 161965902
47490 47488 149247609
22554 22555 333877870
94462 94463 74188633
36382 36383 485579443
58233 58224 377835407
39187 39182 512818452
85525 85533 484277300
30622 30623 29964423
73053 73054 516557244
14459 14456 890566240
83078 83077 499986308
36395 36396 23194741
1704 1705 17522846
58634 58631 161805713
30872 30873 866301409
22328 22329 868556121
72871 72861 255520179
71438 71439 825719945
92750 92743 854854129
25427 25423 129060820
97344 97345 261438147
26432 26433 834657626
3385 3386 726293725
55635 55638 964851157
11552 11544 446842969
98734 98739 180609701
13758 13760 764623769
57106 57107 484098026
50929 50930 510205425
68412 68413 28284087
34614 34605 659028503
11420 11415 559442035
23569 23563 596344283
56901 56902 446448366
48345 48346 89224444
12335 12334 181316456
85162 85163 588233185
77355 77356 258239180
5126 5123 297612626
46574 46575 329830166
2275 2276 69559129
4952 4953 100633169
5022 5023 424523814
95475 95476 619203688
74379 74380 845595911
24147 24150 263096836
6996 7003 611329149
51357 51358 245580460
27093 27101 192088453
32253 32254 56672292
99639 99637 16113403
26872 26882 860867265
96040 96041 117907608
31509 31510 998839456
36537 36527 648857863
74727 74728 577764271
54396 54391 558836283
63150 63149 872304962
12055 12056 46136350
18251 18245 868868880
5351 5352 166416499
48008 48000 783328820
70982 70983 21692131
48883 48879 861385707
14300 14302 581909962
91637 91636 109235416
49679 49680 137785534
94518 94517 732298991
70763 70764 389376075
14146 14150 922312833
85654 85659 239627130
16348 16349 446701211
60556 60557 407313305
55157 55163 797439883
25276 25271 455646159
7010 7011 879665679
35554 35555 82145852
5232 5240 373818459
71926 71927 440293735
63269 63261 374989483
68441 68437 362562761
38204 38205 324999170
62179 62175 811090376
58137 58138 345246012
51019 51018 353063265
63946 63947 52224796
27036 27040 957429827
90940 90931 402572810
21973 21974 387406700
61839 61844 809044812
60029 60033 232118582
4981 4983 951255937
92143 92144 972099808
52293 52289 977681375
13320 13311 668815140
26110 26116 967225263
15518 15519 878869783
90175 90182 908959759
416 408 842866088
302 303 809783956
82746 82756 683656473
70700 70705 13472606
93738 93740 6547573
92763 92764 243375711
1445 1437 407434187
87187 87182 389719846
83671 83663 274854591
44846 44847 48516407
15084 15085 956830051
30925 30926 574962858
39742 39744 776358969
81970 81977 219924293
16788 16789 327083634
30524 30528 309096130
79260 79262 252334296
83935 83940 287389898
20728 20729 557751583
99714 99722 667026797
25768 25769 856852347
2811 2801 97868151
63046 63047 626319536
76541 76542 914060813
19367 19362 738958878
35374 35375 793845452
76065 76066 502811647
99047 99039 697199489
27060 27061 682836501
74811 74812 860592457
27210 27211 251737574
32537 32540 501373405
81858 81853 858778778
15087 15088 892180625
50945 50946 491243985
77458 77459 222548742
26618 26619 181171062
13045 13041 197410661
88793 88803 207539932
64006 64004 841565636
39917 39918 526007926
25982 25983 252237007
35154 35155 235849843
39819 39812 881856785
33520 33522 49979628
51077 51078 928000151
42793 42794 489372668
47136 47130 228370753
79165 79166 278819517
84284 84276 781558610
55732 55725 836920686
43167 43168 944319037
56083 56084 964069191
25830 25831 146480479
67828 67830 610421022
5489 5498 354654494
10925 10926 722217097
91042 91043 265564109
33197 33198 206102011
16248 16241 49859384
10063 10064 27262345
52349 52339 76794285
33978 33977 461106751
82547 82554 115431953
16652 16653 676300159
25679 25688 900869863
27836 27837 425798513
34521 34522 109706303
51493 51500 403709775
46428 46433 822708509
30917 30919 723296887
2431 2422 18252147
67793 67786 223314971
86036 86042 256576755
18879 18874 831547919
81120 81121 566460114
39252 39256 975150713
51023 51022 659481742
54845 54846 954217647
49099 49090 794145989
95495 95496 225465219
83370 83371 380611883
23502 23503 65726
68148 68142 269614722
80679 80680 661773583
64884 64887 840359339
52267 52259 408641293
75855 75858 35515377
27379 27380 285765589
97579 97580 816390071
50491 50492 294348276
63409 63407 689824594
65125 65128 906594334
28370 28371 771233153
97150 97151 362374852
5811 5812 36230045
97506 97507 632793931
36988 36989 587914851
32921 32919 882184613
39764 39765 854353944
78706 78707 429491722
28255 28252 561928774
35714 35715 423009005
54227 54228 103317369
58229 58220 787912937
2949 2947 628286331
96161 96162 123070443
70743 70741 136941899
48302 48300 550004713
3299 3300 139064166
34896 34886 363365364
49537 49536 462518012
20039 20047 47621726
89348 89349 786607787
6885 6886 185603975
80094 80095 76715878
61906 61907 294577192
178 179 572254555
66226 66227 899661286
9475 9483 771314462
23042 23049 184562886
17358 17361 964378596
98431 98432 753780709
93194 93195 336959435
28563 28573 473536593
27314 27316 968902944
25116 25117 273303831
12909 12910 143021301
52070 52069 665869236
13924 13925 123756149
52308 52298 804966118
8083 8084 235834507
89746 89747 564407393
87519 87520 697535880
10056 10057 953452180
2310 2303 785775052
85576 85577 177657818
92016 92017 938375373
31752 31753 731464347
85911 85912 439477721
21598 21607 715226743
87781 87782 737843150
55320 55329 223176093
79866 79867 667639806
24472 24473 750856836
58125 58126 292187495
88859 88852 960863739
20593 20585 453745461
65071 65072 997227096
86485 86486 419987319
10462 10463 932105086
81652 81653 311657638
3020 3016 8989607
77208 77209 840822855
77459 77461 875137737
42086 42076 1186158
79679 79680 358754572
50501 50502 125769405
4892 4898 867855431
31317 31318 530073197
46228 46229 54263870
53426 53429 977888622
50826 50833 483235913
26746 26754 544095033
57474 57480 820365328
98170 98171 568177781
15842 15833 174291265
83106 83108 958000762
55643 55640 294267844
30713 30714 62841756
41847 41852 142737483
85529 85530 347672564
13794 13785 319073175
52077 52078 230384351
93462 93464 11712696
14837 14832 746650940
80421 80422 713335100
32215 32216 481429640
97151 97152 932796057
29439 29448 633879323
97297 97299 133275646
16432 16433 84053624
39027 39028 52530991
93228 93236 729687384
69957 69958 294361048
21554 21550 789287042
47056 47057 180087643
74740 74739 754842588
36331 36321 397758572
56439 56440 623493389
48473 48464 655030534
32486 32487 488219673
67709 67710 181939779
68683 68684 365646086
88818 88819 746842161
43336 43338 773459454
312 322 751587088
11688 11697 982186322
47796 47804 515612310
38448 38440 862554077
37082 37089 279248134
10883 10890 47866979
72247 72248 372486005
61116 61109 149144766
14984 14985 303646405
74704 74703 886423179
12562 12563 121814278
45958 45959 661850704
61223 61213 839935837
99633 99634 591485999
77807 77808 856005057
57629 57627 685285550
14007 14008 20660261
92841 92842 609458295
6294 6295 98623512
26406 26407 718696292
37681 37682 182917984
42578 42579 353983910
55015 55018 961947716
99809 99817 997076502
28743 28736 623728482
54000 54001 279073946
28343 28344 769045189
99779 99786 672380007
74610 74611 164207342
98569 98570 371960963
62691 62692 82609489
64438 64440 509299313
97378 97379 785000197
72779 72783 612545791
46144 46153 794002013
27953 27957 498411373
68732 68726 927721899
84738 84739 652711773
44977 44978 523321858
46012 46013 780580783
90169 90170 707701812
41608 41609 897304084
39653 39651 895280136
36540 36541 184283534
87276 87277 502829080
92780 92781 993228728
36640 36635 570602692
48242 48241 521703045
77437 77438 189738655
28608 28616 296006350
73397 73391 874264512
78444 78445 998575849
1024 1018 588269901
21098 21108 273588361
47681 47691 6940852
73526 73532 172468438
87630 87631 594286194
10012 10004 109076833
18250 18243 832592411
68282 68283 452880241
89031 89032 279870505
56561 56562 649670714
21365 21366 866284267
91202 91203 266705046
50601 50602 918715695
89248 89244 543163816
56118 56121 950821262
46519 46520 445026521
11830 11840 200091080
90098 90088 761731455
81385 81386 529773496
15369 15370 191682493
35120 35121 63415255
32531 32535 582122763
89800 89790 123643262
2386 2387 596788919
6221 6218 378070121
50628 50629 738557158
34246 34254 511658909
3457 3458 158788310
29411 29402 671649284
70514 70519 681744996
91255 91256 851816281
28101 28102 458487055
77883 77873 558098332
45648 45655 358459035
94652 94656 461877394
67494 67495 954340320
26216 26217 217396344
72586 72587 526173307
99142 99143 676043434
34467 34468 901586968
79982 79986 631267267
73724 73729 402424881
98594 98595 61029944
71278 71279 814018766
60805 60806 450507994
41562 41563 244376615
26054 26059 408273595
86324 86325 19330328
83516 83525 49186262
62667 62662 592147782
56252 56253 787779550
79993 79994 814773676
74488 74489 794178315
49313 49314 835123912
48280 48274 487405734
630 631 84389590
55843 55849 524420751
30513 30518 231217566
50768 50769 521592625
38616 38617 118202597
97477 97478 692788854
10193 10194 204922823
24392 24393 552236026
30234 30226 625097815
60519 60520 44968098
43955 43956 661061976
28334 28335 855504229
27404 27405 708248151
17428 17432 465623433
63501 63502 424376584
73257 73260 814080738
35934 35943 990061973
78977 78978 562817001
30955 30946 982926488
37759 37760 610650403
96593 96594 329929277
5309 5310 743732335
92636 92628 322005193
94694 94695 553975207
25065 25068 765241435
31712 31704 637606096
50684 50685 847706377
79150 79151 617878302
38409 38410 392608915
5733 5724 950436615
37416 37417 473840924
54908 54904 327845342
87939 87934 808855138
90347 90349 772705398
82197 82187 69943744
81884 81885 841483229
64070 64075 837745525
36157 36164 384658504
83513 83517 662352067
23667 23660 862558103
46383 46388 541947928
99699 99692 896539298
45136 45133 923293084
14292 14293 738243843
72411 72414 695094757
88165 88166 538834158
67084 67085 845757691
39917 39924 458155665
9899 9902 50570021
45385 45386 151226161
40931 40930 65562469
33021 33022 861147135
82761 82762 294231477
18586 18585 410490718
74576 74577 79514642
68376 68377 28727225
74065 74073 549859670
89895 89896 435612897
57901 57898 972082824
65293 65294 532888672
3266 3270 309434839
2663 2664 173890594
86351 86352 486629434
94302 94303 479642739
29458 29462 549381020
54929 54919 99718665
4388 4396 877429400
78721 78726 41995499
51129 51135 287522516
2150 2151 569953148
58045 58041 346814069
36192 36201 944691450
51566 51567 569048758
24651 24645 579846126
99707 99698 333902234
71634 71625 325100833
